n,a,b,orientation,batch,samples,tau1,tau2,kind,ell_x,ell_y,count
65,7,4,second,17,1000,37,39,LINE,0,1,6
65,7,4,second,17,1000,37,39,LINE,1,-1,2
65,7,4,second,17,1000,37,39,LINE,1,0,6
65,7,4,second,17,1000,37,39,LINE,1,1,2
65,7,4,second,17,1000,37,40,LINE,0,1,6
65,7,4,second,17,1000,37,40,LINE,1,-1,1
65,7,4,second,17,1000,37,40,LINE,1,0,5
65,7,4,second,17,1000,37,40,LINE,1,1,2
65,7,4,second,17,1000,37,41,LINE,0,1,6
65,7,4,second,17,1000,37,41,LINE,1,-1,1
65,7,4,second,17,1000,37,41,LINE,1,0,4
65,7,4,second,17,1000,37,41,LINE,1,1,2
65,7,4,second,17,1000,37,42,LINE,0,1,10
65,7,4,second,17,1000,37,42,LINE,1,-1,1
65,7,4,second,17,1000,37,42,LINE,1,0,6
65,7,4,second,17,1000,37,42,LINE,1,1,2
65,7,4,second,17,1000,37,43,LINE,0,1,3
65,7,4,second,17,1000,37,43,LINE,1,0,1
65,7,4,second,17,1000,37,44,LINE,0,1,2
65,7,4,second,17,1000,37,44,LINE,1,-1,1
65,7,4,second,17,1000,37,44,LINE,1,0,2
65,7,4,second,17,1000,37,44,LINE,1,1,1
65,7,4,second,17,1000,37,45,LINE,0,1,4
65,7,4,second,17,1000,37,45,LINE,1,0,2
65,7,4,second,17,1000,37,45,LINE,1,1,1
65,7,4,second,17,1000,37,46,LINE,0,1,1
65,7,4,second,17,1000,37,46,LINE,1,0,2
65,7,4,second,17,1000,37,47,LINE,0,1,2
65,7,4,second,17,1000,37,47,LINE,1,0,2
65,7,4,second,17,1000,37,48,LINE,0,1,2
65,7,4,second,17,1000,37,48,LINE,1,1,1
65,7,4,second,17,1000,37,50,LINE,0,1,1
65,7,4,second,17,1000,37,50,LINE,1,0,1
65,7,4,second,17,1000,38,38,DIRECT_RANK2,0,0,2
65,7,4,second,17,1000,38,39,LINE,0,1,6
65,7,4,second,17,1000,38,39,LINE,1,-1,2
65,7,4,second,17,1000,38,39,LINE,1,0,10
65,7,4,second,17,1000,38,39,LINE,1,1,2
65,7,4,second,17,1000,38,40,LINE,0,1,3
65,7,4,second,17,1000,38,40,LINE,1,-1,1
65,7,4,second,17,1000,38,40,LINE,1,0,8
65,7,4,second,17,1000,38,40,LINE,1,1,3
65,7,4,second,17,1000,38,41,LINE,0,1,4
65,7,4,second,17,1000,38,41,LINE,1,-1,1
65,7,4,second,17,1000,38,41,LINE,1,0,5
65,7,4,second,17,1000,38,42,LINE,0,1,6
65,7,4,second,17,1000,38,42,LINE,1,0,5
65,7,4,second,17,1000,38,42,LINE,1,1,5
65,7,4,second,17,1000,38,43,LINE,0,1,8
65,7,4,second,17,1000,38,43,LINE,1,0,3
65,7,4,second,17,1000,38,43,LINE,1,1,1
65,7,4,second,17,1000,38,44,LINE,0,1,4
65,7,4,second,17,1000,38,44,LINE,1,-1,1
65,7,4,second,17,1000,38,44,LINE,1,0,5
65,7,4,second,17,1000,38,44,LINE,1,1,3
65,7,4,second,17,1000,38,45,LINE,0,1,5
65,7,4,second,17,1000,38,45,LINE,1,0,3
65,7,4,second,17,1000,38,46,LINE,0,1,1
65,7,4,second,17,1000,38,46,LINE,1,0,4
65,7,4,second,17,1000,38,46,LINE,1,1,2
65,7,4,second,17,1000,38,47,LINE,0,1,1
65,7,4,second,17,1000,38,47,LINE,1,0,1
65,7,4,second,17,1000,38,49,LINE,0,1,3
65,7,4,second,17,1000,38,51,LINE,1,0,1
65,7,4,second,17,1000,38,52,LINE,0,1,1
65,7,4,second,17,1000,39,39,DIRECT_RANK2,0,0,1
65,7,4,second,17,1000,39,40,LINE,0,1,4
65,7,4,second,17,1000,39,40,LINE,1,-1,2
65,7,4,second,17,1000,39,40,LINE,1,0,7
65,7,4,second,17,1000,39,40,LINE,1,1,2
65,7,4,second,17,1000,39,41,LINE,0,1,5
65,7,4,second,17,1000,39,41,LINE,1,-1,3
65,7,4,second,17,1000,39,41,LINE,1,0,5
65,7,4,second,17,1000,39,41,LINE,1,1,1
65,7,4,second,17,1000,39,42,LINE,0,1,3
65,7,4,second,17,1000,39,42,LINE,1,0,5
65,7,4,second,17,1000,39,42,LINE,1,1,1
65,7,4,second,17,1000,39,43,LINE,0,1,6
65,7,4,second,17,1000,39,43,LINE,1,-1,1
65,7,4,second,17,1000,39,43,LINE,1,0,2
65,7,4,second,17,1000,39,44,LINE,0,1,3
65,7,4,second,17,1000,39,44,LINE,1,0,7
65,7,4,second,17,1000,39,44,LINE,1,1,1
65,7,4,second,17,1000,39,45,LINE,0,1,5
65,7,4,second,17,1000,39,45,LINE,1,0,6
65,7,4,second,17,1000,39,46,LINE,0,1,2
65,7,4,second,17,1000,39,46,LINE,1,-1,1
65,7,4,second,17,1000,39,46,LINE,1,1,1
65,7,4,second,17,1000,39,47,LINE,0,1,1
65,7,4,second,17,1000,39,47,LINE,1,0,5
65,7,4,second,17,1000,39,48,LINE,0,1,2
65,7,4,second,17,1000,39,49,LINE,0,1,3
65,7,4,second,17,1000,39,51,LINE,0,1,1
65,7,4,second,17,1000,39,51,LINE,1,0,1
65,7,4,second,17,1000,39,52,LINE,0,1,1
65,7,4,second,17,1000,40,40,DIRECT_RANK2,0,0,3
65,7,4,second,17,1000,40,41,LINE,0,1,7
65,7,4,second,17,1000,40,41,LINE,1,-1,1
65,7,4,second,17,1000,40,41,LINE,1,0,4
65,7,4,second,17,1000,40,41,LINE,1,1,2
65,7,4,second,17,1000,40,42,LINE,0,1,2
65,7,4,second,17,1000,40,42,LINE,1,0,9
65,7,4,second,17,1000,40,42,LINE,1,1,2
65,7,4,second,17,1000,40,43,LINE,0,1,7
65,7,4,second,17,1000,40,43,LINE,1,0,7
65,7,4,second,17,1000,40,43,LINE,1,1,1
65,7,4,second,17,1000,40,44,LINE,0,1,3
65,7,4,second,17,1000,40,44,LINE,1,0,1
65,7,4,second,17,1000,40,44,LINE,1,1,1
65,7,4,second,17,1000,40,45,LINE,0,1,3
65,7,4,second,17,1000,40,45,LINE,1,0,3
65,7,4,second,17,1000,40,46,LINE,0,1,4
65,7,4,second,17,1000,40,46,LINE,1,0,1
65,7,4,second,17,1000,40,47,LINE,0,1,2
65,7,4,second,17,1000,40,47,LINE,1,0,3
65,7,4,second,17,1000,40,47,LINE,1,1,1
65,7,4,second,17,1000,40,48,LINE,0,1,2
65,7,4,second,17,1000,40,49,LINE,1,0,2
65,7,4,second,17,1000,40,53,LINE,0,1,1
65,7,4,second,17,1000,41,41,DIRECT_RANK2,0,0,1
65,7,4,second,17,1000,41,42,LINE,0,1,2
65,7,4,second,17,1000,41,42,LINE,1,0,4
65,7,4,second,17,1000,41,43,LINE,0,1,5
65,7,4,second,17,1000,41,43,LINE,1,-1,2
65,7,4,second,17,1000,41,43,LINE,1,0,3
65,7,4,second,17,1000,41,43,LINE,1,1,1
65,7,4,second,17,1000,41,44,LINE,0,1,8
65,7,4,second,17,1000,41,44,LINE,1,-1,1
65,7,4,second,17,1000,41,44,LINE,1,0,3
65,7,4,second,17,1000,41,45,LINE,0,1,3
65,7,4,second,17,1000,41,45,LINE,1,0,3
65,7,4,second,17,1000,41,46,LINE,0,1,2
65,7,4,second,17,1000,41,46,LINE,1,0,1
65,7,4,second,17,1000,41,47,LINE,0,1,3
65,7,4,second,17,1000,41,48,LINE,0,1,2
65,7,4,second,17,1000,41,48,LINE,1,0,4
65,7,4,second,17,1000,42,42,DIRECT_RANK2,0,0,2
65,7,4,second,17,1000,42,43,LINE,0,1,5
65,7,4,second,17,1000,42,43,LINE,1,-1,2
65,7,4,second,17,1000,42,43,LINE,1,0,5
65,7,4,second,17,1000,42,43,LINE,1,1,3
65,7,4,second,17,1000,42,44,LINE,0,1,3
65,7,4,second,17,1000,42,44,LINE,1,-1,2
65,7,4,second,17,1000,42,44,LINE,1,0,5
65,7,4,second,17,1000,42,45,LINE,0,1,3
65,7,4,second,17,1000,42,45,LINE,1,-1,1
65,7,4,second,17,1000,42,45,LINE,1,0,1
65,7,4,second,17,1000,42,46,LINE,1,0,3
65,7,4,second,17,1000,42,47,LINE,0,1,1
65,7,4,second,17,1000,42,47,LINE,1,0,1
65,7,4,second,17,1000,42,48,LINE,1,0,1
65,7,4,second,17,1000,42,49,LINE,0,1,1
65,7,4,second,17,1000,42,50,LINE,0,1,1
65,7,4,second,17,1000,42,50,LINE,1,0,1
65,7,4,second,17,1000,43,43,DIRECT_RANK2,0,0,2
65,7,4,second,17,1000,43,44,LINE,0,1,5
65,7,4,second,17,1000,43,44,LINE,1,-1,1
65,7,4,second,17,1000,43,44,LINE,1,0,3
65,7,4,second,17,1000,43,44,LINE,1,1,1
65,7,4,second,17,1000,43,45,LINE,0,1,3
65,7,4,second,17,1000,43,45,LINE,1,-1,1
65,7,4,second,17,1000,43,45,LINE,1,0,2
65,7,4,second,17,1000,43,46,LINE,0,1,4
65,7,4,second,17,1000,43,46,LINE,1,-1,1
65,7,4,second,17,1000,43,47,LINE,0,1,2
65,7,4,second,17,1000,43,47,LINE,1,0,1
65,7,4,second,17,1000,43,48,LINE,0,1,1
65,7,4,second,17,1000,43,49,LINE,0,1,1
65,7,4,second,17,1000,43,49,LINE,1,0,1
65,7,4,second,17,1000,43,50,LINE,1,0,2
65,7,4,second,17,1000,43,52,LINE,1,0,1
65,7,4,second,17,1000,44,45,LINE,0,1,1
65,7,4,second,17,1000,44,45,LINE,1,-1,2
65,7,4,second,17,1000,44,45,LINE,1,0,5
65,7,4,second,17,1000,44,46,LINE,0,1,2
65,7,4,second,17,1000,44,47,LINE,1,0,1
65,7,4,second,17,1000,44,48,LINE,0,1,1
65,7,4,second,17,1000,44,49,LINE,0,1,2
65,7,4,second,17,1000,45,46,LINE,1,0,3
65,7,4,second,17,1000,45,46,LINE,1,1,1
65,7,4,second,17,1000,45,47,LINE,1,0,1
65,7,4,second,17,1000,45,48,LINE,1,0,1
65,7,4,second,17,1000,45,49,LINE,1,0,1
65,7,4,second,17,1000,45,51,LINE,1,0,1
65,7,4,second,17,1000,46,48,LINE,0,1,1
65,7,4,second,17,1000,46,48,LINE,1,-1,1
65,7,4,second,17,1000,46,48,LINE,1,0,1
65,7,4,second,17,1000,46,49,LINE,0,1,1
65,7,4,second,17,1000,47,48,LINE,1,1,1
65,7,4,second,17,1000,47,49,LINE,0,1,1
65,7,4,second,17,1000,48,50,LINE,0,1,1
65,8,1,first,18,1000,22,37,LINE,1,0,1
65,8,1,first,18,1000,23,35,LINE,0,1,1
65,8,1,first,18,1000,23,52,LINE,0,1,1
65,8,1,first,18,1000,24,38,LINE,1,0,1
65,8,1,first,18,1000,24,40,LINE,1,0,1
65,8,1,first,18,1000,25,28,LINE,0,1,1
65,8,1,first,18,1000,25,30,LINE,0,1,1
65,8,1,first,18,1000,25,34,LINE,0,1,1
65,8,1,first,18,1000,25,35,LINE,0,1,2
65,8,1,first,18,1000,25,36,LINE,1,0,1
65,8,1,first,18,1000,25,37,LINE,1,-1,1
65,8,1,first,18,1000,25,40,LINE,0,1,1
65,8,1,first,18,1000,25,41,LINE,1,0,1
65,8,1,first,18,1000,25,45,LINE,1,0,1
65,8,1,first,18,1000,26,31,LINE,1,0,1
65,8,1,first,18,1000,26,33,LINE,1,0,1
65,8,1,first,18,1000,26,38,LINE,0,1,1
65,8,1,first,18,1000,26,38,LINE,1,0,1
65,8,1,first,18,1000,26,39,LINE,0,1,1
65,8,1,first,18,1000,26,40,LINE,0,1,1
65,8,1,first,18,1000,26,41,LINE,0,1,1
65,8,1,first,18,1000,26,43,LINE,0,1,1
65,8,1,first,18,1000,26,44,LINE,1,0,1
65,8,1,first,18,1000,27,36,LINE,0,1,2
65,8,1,first,18,1000,27,36,LINE,1,1,1
65,8,1,first,18,1000,27,38,LINE,1,0,2
65,8,1,first,18,1000,27,41,LINE,1,0,1
65,8,1,first,18,1000,27,42,LINE,0,1,1
65,8,1,first,18,1000,27,43,LINE,1,0,1
65,8,1,first,18,1000,27,44,LINE,0,1,1
65,8,1,first,18,1000,27,44,LINE,1,0,1
65,8,1,first,18,1000,27,45,LINE,0,1,1
65,8,1,first,18,1000,27,45,LINE,1,0,2
65,8,1,first,18,1000,28,33,LINE,1,0,1
65,8,1,first,18,1000,28,34,LINE,1,0,1
65,8,1,first,18,1000,28,35,LINE,0,1,2
65,8,1,first,18,1000,28,35,LINE,1,0,1
65,8,1,first,18,1000,28,36,LINE,0,1,1
65,8,1,first,18,1000,28,37,LINE,1,0,3
65,8,1,first,18,1000,28,38,LINE,1,0,1
65,8,1,first,18,1000,28,39,LINE,1,0,3
65,8,1,first,18,1000,28,40,LINE,0,1,1
65,8,1,first,18,1000,28,40,LINE,1,0,1
65,8,1,first,18,1000,28,41,LINE,1,0,2
65,8,1,first,18,1000,28,42,LINE,1,0,1
65,8,1,first,18,1000,28,43,LINE,1,0,2
65,8,1,first,18,1000,28,44,LINE,0,1,1
65,8,1,first,18,1000,28,45,LINE,1,0,1
65,8,1,first,18,1000,28,49,LINE,0,1,1
65,8,1,first,18,1000,28,52,LINE,0,1,1
65,8,1,first,18,1000,28,54,LINE,1,0,1
65,8,1,first,18,1000,29,30,LINE,1,-1,1
65,8,1,first,18,1000,29,30,LINE,1,0,1
65,8,1,first,18,1000,29,31,LINE,0,1,1
65,8,1,first,18,1000,29,33,LINE,1,0,1
65,8,1,first,18,1000,29,34,LINE,0,1,1
65,8,1,first,18,1000,29,34,LINE,1,0,1
65,8,1,first,18,1000,29,36,LINE,1,0,1
65,8,1,first,18,1000,29,39,LINE,0,1,1
65,8,1,first,18,1000,29,40,LINE,1,0,1
65,8,1,first,18,1000,29,41,LINE,0,1,2
65,8,1,first,18,1000,29,41,LINE,1,0,2
65,8,1,first,18,1000,29,42,LINE,1,0,2
65,8,1,first,18,1000,29,47,LINE,1,0,1
65,8,1,first,18,1000,30,33,LINE,0,1,3
65,8,1,first,18,1000,30,35,LINE,1,0,4
65,8,1,first,18,1000,30,36,LINE,1,0,2
65,8,1,first,18,1000,30,37,LINE,0,1,1
65,8,1,first,18,1000,30,37,LINE,1,0,2
65,8,1,first,18,1000,30,38,LINE,0,1,1
65,8,1,first,18,1000,30,38,LINE,1,0,1
65,8,1,first,18,1000,30,39,LINE,0,1,1
65,8,1,first,18,1000,30,39,LINE,1,0,1
65,8,1,first,18,1000,30,40,LINE,0,1,1
65,8,1,first,18,1000,30,41,LINE,0,1,2
65,8,1,first,18,1000,30,41,LINE,1,0,1
65,8,1,first,18,1000,30,43,LINE,0,1,4
65,8,1,first,18,1000,30,43,LINE,1,0,1
65,8,1,first,18,1000,30,44,LINE,1,0,1
65,8,1,first,18,1000,30,45,LINE,0,1,1
65,8,1,first,18,1000,30,48,LINE,0,1,1
65,8,1,first,18,1000,31,32,LINE,0,1,1
65,8,1,first,18,1000,31,32,LINE,1,0,1
65,8,1,first,18,1000,31,34,LINE,1,0,1
65,8,1,first,18,1000,31,35,LINE,0,1,1
65,8,1,first,18,1000,31,35,LINE,1,-1,1
65,8,1,first,18,1000,31,36,LINE,0,1,2
65,8,1,first,18,1000,31,36,LINE,1,0,1
65,8,1,first,18,1000,31,37,LINE,0,1,2
65,8,1,first,18,1000,31,37,LINE,1,0,2
65,8,1,first,18,1000,31,37,LINE,1,1,1
65,8,1,first,18,1000,31,38,LINE,1,0,2
65,8,1,first,18,1000,31,39,LINE,1,-1,1
65,8,1,first,18,1000,31,39,LINE,1,0,1
65,8,1,first,18,1000,31,40,LINE,0,1,1
65,8,1,first,18,1000,31,40,LINE,1,0,3
65,8,1,first,18,1000,31,41,LINE,0,1,2
65,8,1,first,18,1000,31,41,LINE,1,0,1
65,8,1,first,18,1000,31,42,LINE,0,1,1
65,8,1,first,18,1000,31,43,LINE,0,1,4
65,8,1,first,18,1000,31,44,LINE,0,1,2
65,8,1,first,18,1000,31,44,LINE,1,0,1
65,8,1,first,18,1000,31,44,LINE,1,1,1
65,8,1,first,18,1000,31,45,LINE,0,1,1
65,8,1,first,18,1000,31,45,LINE,1,0,2
65,8,1,first,18,1000,31,46,LINE,1,0,2
65,8,1,first,18,1000,31,48,LINE,1,0,1
65,8,1,first,18,1000,31,50,LINE,1,0,1
65,8,1,first,18,1000,32,32,DIRECT_RANK2,0,0,1
65,8,1,first,18,1000,32,33,LINE,0,1,1
65,8,1,first,18,1000,32,34,LINE,1,-1,1
65,8,1,first,18,1000,32,34,LINE,1,0,2
65,8,1,first,18,1000,32,35,LINE,0,1,3
65,8,1,first,18,1000,32,35,LINE,1,-1,1
65,8,1,first,18,1000,32,37,LINE,0,1,1
65,8,1,first,18,1000,32,37,LINE,1,0,3
65,8,1,first,18,1000,32,38,LINE,0,1,2
65,8,1,first,18,1000,32,38,LINE,1,0,3
65,8,1,first,18,1000,32,39,LINE,0,1,2
65,8,1,first,18,1000,32,39,LINE,1,0,2
65,8,1,first,18,1000,32,40,LINE,1,0,2
65,8,1,first,18,1000,32,41,LINE,0,1,4
65,8,1,first,18,1000,32,41,LINE,1,0,4
65,8,1,first,18,1000,32,42,LINE,0,1,2
65,8,1,first,18,1000,32,42,LINE,1,0,1
65,8,1,first,18,1000,32,43,LINE,0,1,2
65,8,1,first,18,1000,32,43,LINE,1,0,2
65,8,1,first,18,1000,32,45,LINE,0,1,3
65,8,1,first,18,1000,32,45,LINE,1,0,3
65,8,1,first,18,1000,32,46,LINE,0,1,1
65,8,1,first,18,1000,32,46,LINE,1,0,1
65,8,1,first,18,1000,32,47,LINE,1,0,1
65,8,1,first,18,1000,32,48,LINE,0,1,1
65,8,1,first,18,1000,32,48,LINE,1,0,1
65,8,1,first,18,1000,32,49,LINE,0,1,1
65,8,1,first,18,1000,33,33,DIRECT_RANK2,0,0,1
65,8,1,first,18,1000,33,34,LINE,1,0,1
65,8,1,first,18,1000,33,34,LINE,1,1,1
65,8,1,first,18,1000,33,35,LINE,0,1,1
65,8,1,first,18,1000,33,35,LINE,1,-1,1
65,8,1,first,18,1000,33,35,LINE,1,0,2
65,8,1,first,18,1000,33,36,LINE,0,1,1
65,8,1,first,18,1000,33,36,LINE,1,0,2
65,8,1,first,18,1000,33,37,LINE,0,1,4
65,8,1,first,18,1000,33,37,LINE,1,0,3
65,8,1,first,18,1000,33,37,LINE,1,1,2
65,8,1,first,18,1000,33,38,LINE,0,1,4
65,8,1,first,18,1000,33,38,LINE,1,1,1
65,8,1,first,18,1000,33,39,LINE,0,1,3
65,8,1,first,18,1000,33,39,LINE,1,1,1
65,8,1,first,18,1000,33,40,LINE,0,1,2
65,8,1,first,18,1000,33,40,LINE,1,0,1
65,8,1,first,18,1000,33,40,LINE,1,1,1
65,8,1,first,18,1000,33,41,LINE,0,1,2
65,8,1,first,18,1000,33,41,LINE,1,0,1
65,8,1,first,18,1000,33,42,LINE,0,1,3
65,8,1,first,18,1000,33,42,LINE,1,0,1
65,8,1,first,18,1000,33,43,LINE,0,1,1
65,8,1,first,18,1000,33,43,LINE,1,0,1
65,8,1,first,18,1000,33,44,LINE,0,1,3
65,8,1,first,18,1000,33,44,LINE,1,0,1
65,8,1,first,18,1000,33,45,LINE,0,1,1
65,8,1,first,18,1000,33,45,LINE,1,0,2
65,8,1,first,18,1000,33,46,LINE,1,0,1
65,8,1,first,18,1000,33,48,LINE,0,1,1
65,8,1,first,18,1000,33,49,LINE,1,0,1
65,8,1,first,18,1000,34,34,DIRECT_RANK2,0,0,1
65,8,1,first,18,1000,34,35,LINE,0,1,1
65,8,1,first,18,1000,34,35,LINE,1,-1,1
65,8,1,first,18,1000,34,35,LINE,1,0,2
65,8,1,first,18,1000,34,35,LINE,1,1,2
65,8,1,first,18,1000,34,36,LINE,0,1,4
65,8,1,first,18,1000,34,36,LINE,1,0,3
65,8,1,first,18,1000,34,37,LINE,0,1,6
65,8,1,first,18,1000,34,37,LINE,1,-1,1
65,8,1,first,18,1000,34,37,LINE,1,0,2
65,8,1,first,18,1000,34,38,LINE,0,1,3
65,8,1,first,18,1000,34,38,LINE,1,0,3
65,8,1,first,18,1000,34,39,LINE,0,1,2
65,8,1,first,18,1000,34,39,LINE,1,-1,1
65,8,1,first,18,1000,34,39,LINE,1,0,3
65,8,1,first,18,1000,34,40,LINE,0,1,5
65,8,1,first,18,1000,34,40,LINE,1,-1,1
65,8,1,first,18,1000,34,40,LINE,1,0,4
65,8,1,first,18,1000,34,41,LINE,0,1,2
65,8,1,first,18,1000,34,41,LINE,1,-1,1
65,8,1,first,18,1000,34,41,LINE,1,0,2
65,8,1,first,18,1000,34,42,LINE,0,1,7
65,8,1,first,18,1000,34,42,LINE,1,-1,1
65,8,1,first,18,1000,34,42,LINE,1,0,1
65,8,1,first,18,1000,34,42,LINE,1,1,1
65,8,1,first,18,1000,34,43,LINE,1,0,2
65,8,1,first,18,1000,34,43,LINE,1,1,1
65,8,1,first,18,1000,34,44,LINE,0,1,1
65,8,1,first,18,1000,34,44,LINE,1,0,7
65,8,1,first,18,1000,34,45,LINE,0,1,2
65,8,1,first,18,1000,34,46,LINE,0,1,2
65,8,1,first,18,1000,34,46,LINE,1,0,1
65,8,1,first,18,1000,34,47,LINE,1,0,1
65,8,1,first,18,1000,34,48,LINE,1,0,2
65,8,1,first,18,1000,34,50,LINE,0,1,1
65,8,1,first,18,1000,35,35,DIRECT_RANK2,0,0,2
65,8,1,first,18,1000,35,36,LINE,0,1,5
65,8,1,first,18,1000,35,36,LINE,1,-1,3
65,8,1,first,18,1000,35,36,LINE,1,0,5
65,8,1,first,18,1000,35,36,LINE,1,1,3
65,8,1,first,18,1000,35,37,LINE,0,1,3
65,8,1,first,18,1000,35,37,LINE,1,-1,1
65,8,1,first,18,1000,35,37,LINE,1,0,4
65,8,1,first,18,1000,35,37,LINE,1,1,1
65,8,1,first,18,1000,35,38,LINE,0,1,8
65,8,1,first,18,1000,35,38,LINE,1,-1,3
65,8,1,first,18,1000,35,38,LINE,1,0,4
65,8,1,first,18,1000,35,39,LINE,0,1,3
65,8,1,first,18,1000,35,39,LINE,1,-1,2
65,8,1,first,18,1000,35,39,LINE,1,0,2
65,8,1,first,18,1000,35,39,LINE,1,1,1
65,8,1,first,18,1000,35,40,LINE,0,1,3
65,8,1,first,18,1000,35,40,LINE,1,-1,1
65,8,1,first,18,1000,35,40,LINE,1,0,4
65,8,1,first,18,1000,35,41,LINE,0,1,3
65,8,1,first,18,1000,35,41,LINE,1,-1,1
65,8,1,first,18,1000,35,41,LINE,1,0,5
65,8,1,first,18,1000,35,41,LINE,1,1,1
65,8,1,first,18,1000,35,42,LINE,0,1,5
65,8,1,first,18,1000,35,42,LINE,1,0,2
65,8,1,first,18,1000,35,43,LINE,0,1,5
65,8,1,first,18,1000,35,43,LINE,1,-1,1
65,8,1,first,18,1000,35,43,LINE,1,0,3
65,8,1,first,18,1000,35,43,LINE,1,1,1
65,8,1,first,18,1000,35,44,LINE,0,1,2
65,8,1,first,18,1000,35,44,LINE,1,0,3
65,8,1,first,18,1000,35,45,LINE,0,1,1
65,8,1,first,18,1000,35,45,LINE,1,0,3
65,8,1,first,18,1000,35,46,LINE,0,1,3
65,8,1,first,18,1000,35,46,LINE,1,0,2
65,8,1,first,18,1000,35,47,LINE,0,1,2
65,8,1,first,18,1000,35,47,LINE,1,0,2
65,8,1,first,18,1000,35,48,LINE,1,-1,1
65,8,1,first,18,1000,35,50,LINE,1,0,1
65,8,1,first,18,1000,36,36,DIRECT_RANK2,0,0,1
65,8,1,first,18,1000,36,37,LINE,0,1,3
65,8,1,first,18,1000,36,37,LINE,1,0,5
65,8,1,first,18,1000,36,37,LINE,1,1,1
65,8,1,first,18,1000,36,38,LINE,0,1,7
65,8,1,first,18,1000,36,38,LINE,1,0,4
65,8,1,first,18,1000,36,38,LINE,1,1,2
65,8,1,first,18,1000,36,39,LINE,0,1,2
65,8,1,first,18,1000,36,39,LINE,1,-1,1
65,8,1,first,18,1000,36,39,LINE,1,0,4
65,8,1,first,18,1000,36,40,LINE,0,1,4
65,8,1,first,18,1000,36,40,LINE,1,0,5
65,8,1,first,18,1000,36,41,LINE,0,1,2
65,8,1,first,18,1000,36,41,LINE,1,0,2
65,8,1,first,18,1000,36,42,LINE,0,1,3
65,8,1,first,18,1000,36,42,LINE,1,-1,1
65,8,1,first,18,1000,36,42,LINE,1,0,3
65,8,1,first,18,1000,36,43,LINE,0,1,1
65,8,1,first,18,1000,36,43,LINE,1,0,7
65,8,1,first,18,1000,36,43,LINE,1,1,2
65,8,1,first,18,1000,36,44,LINE,0,1,1
65,8,1,first,18,1000,36,44,LINE,1,0,3
65,8,1,first,18,1000,36,45,LINE,0,1,3
65,8,1,first,18,1000,36,45,LINE,1,0,1
65,8,1,first,18,1000,36,46,LINE,1,0,1
65,8,1,first,18,1000,36,47,LINE,0,1,3
65,8,1,first,18,1000,36,48,LINE,0,1,1
65,8,1,first,18,1000,36,50,LINE,0,1,1
65,8,1,first,18,1000,36,50,LINE,1,0,3
65,8,1,first,18,1000,37,37,DIRECT_RANK2,0,0,2
65,8,1,first,18,1000,37,38,LINE,0,1,8
65,8,1,first,18,1000,37,38,LINE,1,0,6
65,8,1,first,18,1000,37,38,LINE,1,1,2
65,8,1,first,18,1000,37,39,LINE,0,1,5
65,8,1,first,18,1000,37,39,LINE,1,0,3
65,8,1,first,18,1000,37,39,LINE,1,1,2
65,8,1,first,18,1000,37,40,LINE,0,1,7
65,8,1,first,18,1000,37,40,LINE,1,-1,1
65,8,1,first,18,1000,37,40,LINE,1,0,5
65,8,1,first,18,1000,37,40,LINE,1,1,1
65,8,1,first,18,1000,37,41,LINE,0,1,2
65,8,1,first,18,1000,37,41,LINE,1,-1,2
65,8,1,first,18,1000,37,41,LINE,1,0,6
65,8,1,first,18,1000,37,41,LINE,1,1,2
65,8,1,first,18,1000,37,42,LINE,0,1,2
65,8,1,first,18,1000,37,42,LINE,1,-1,2
65,8,1,first,18,1000,37,42,LINE,1,0,8
65,8,1,first,18,1000,37,42,LINE,1,1,3
65,8,1,first,18,1000,37,43,LINE,0,1,2
65,8,1,first,18,1000,37,43,LINE,1,-1,1
65,8,1,first,18,1000,37,43,LINE,1,0,4
65,8,1,first,18,1000,37,44,LINE,0,1,4
65,8,1,first,18,1000,37,44,LINE,1,0,2
65,8,1,first,18,1000,37,45,LINE,0,1,4
65,8,1,first,18,1000,37,45,LINE,1,0,2
65,8,1,first,18,1000,37,46,LINE,0,1,1
65,8,1,first,18,1000,37,46,LINE,1,0,1
65,8,1,first,18,1000,37,47,LINE,0,1,1
65,8,1,first,18,1000,37,47,LINE,1,-1,1
65,8,1,first,18,1000,37,47,LINE,1,0,2
65,8,1,first,18,1000,37,48,LINE,0,1,1
65,8,1,first,18,1000,37,48,LINE,1,0,2
65,8,1,first,18,1000,37,50,LINE,0,1,1
65,8,1,first,18,1000,37,50,LINE,1,0,2
65,8,1,first,18,1000,37,51,LINE,1,0,1
65,8,1,first,18,1000,38,38,DIRECT_RANK2,0,0,2
65,8,1,first,18,1000,38,39,LINE,0,1,4
65,8,1,first,18,1000,38,39,LINE,1,0,12
65,8,1,first,18,1000,38,39,LINE,1,1,1
65,8,1,first,18,1000,38,40,LINE,0,1,9
65,8,1,first,18,1000,38,40,LINE,1,-1,2
65,8,1,first,18,1000,38,40,LINE,1,0,3
65,8,1,first,18,1000,38,41,LINE,0,1,7
65,8,1,first,18,1000,38,41,LINE,1,-1,2
65,8,1,first,18,1000,38,41,LINE,1,0,14
65,8,1,first,18,1000,38,42,LINE,0,1,4
65,8,1,first,18,1000,38,42,LINE,1,-1,2
65,8,1,first,18,1000,38,42,LINE,1,0,9
65,8,1,first,18,1000,38,42,LINE,1,1,1
65,8,1,first,18,1000,38,43,LINE,0,1,1
